kind,depth,ps_budget,ps_population,avoid_ancestors,metrics,problem,pRef_method,pRef_size,runtime_seconds,mse,mae,r_sq,evs,cp
ps,5,5000.0,100.0,False,simplicity variance,SAT_L,CRO,10000,248.843,15.320830010113365,2.3918786459709076,0.9208667242982445,0.9225114663313342,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_L,CRO,10000,237.177,13.107856626357673,2.2361622988577543,0.9143595736252516,0.9148263487553197,
ps,3,5000.0,100.0,False,simplicity variance,SAT_L,PSO,10000,73.018,22.725409064619736,3.551626509645895,0.7125647140433918,0.7126543037228602,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_L,PSO,10000,74.0,21.42305586714427,3.5731028759600223,0.7070594330245877,0.7097128760438045,
ps,4,5000.0,100.0,False,simplicity variance,SAT_L,PSO,10000,139.724,12.953235655484779,2.6427762583687553,0.7566802640235086,0.7567872112935394,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_L,PSO,10000,139.533,16.3973116709046,2.9797007346026927,0.7450346320848239,0.7450580232811029,
ps,5,5000.0,100.0,False,simplicity variance,SAT_L,PSO,10000,256.736,16.51955271537748,2.909644589810181,0.7790741713932245,0.7807878051988817,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_L,PSO,10000,255.053,16.1283560158157,2.9736312753099927,0.8715129004811333,0.8721235837894786,
ps,3,5000.0,100.0,False,simplicity variance,SAT_M,ACO,10000,93.214,10.530540555435627,2.320880853079403,0.8084219841949373,0.8109063393770608,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,ACO,10000,86.735,5.3206381831444505,1.5694287841177266,0.8830444932551436,0.8830457956291567,
ps,4,5000.0,100.0,False,simplicity variance,SAT_M,ACO,10000,212.688,8.057886204271677,1.7619998735300453,0.8270179948515287,0.8293534485548945,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,ACO,10000,209.374,9.378165301912746,1.9451776696562857,0.7676412211736685,0.768457970165443,
ps,5,5000.0,100.0,False,simplicity variance,SAT_M,ACO,10000,328.673,7.724699236303171,1.7358915079798334,0.8102097656888338,0.8129164396262094,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,ACO,10000,260.751,16.728168014850574,2.4594735406308006,0.6805916658881201,0.6813171107263218,
ps,3,5000.0,100.0,False,simplicity variance,SAT_M,BBO,10000,68.137,23.125540298994483,3.491124708624708,0.5194415546272215,0.5200609747944456,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,BBO,10000,64.938,12.853687031892422,2.6921335677947313,0.7240924750754445,0.72990785235793,
ps,4,5000.0,100.0,False,simplicity variance,SAT_M,BBO,10000,131.062,23.068803879596945,3.2478814033324084,0.6736897577610155,0.6812042859789329,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,BBO,10000,121.828,11.21392008348128,2.2454207264511026,0.7898651818496408,0.7899073895274129,
ps,5,5000.0,100.0,False,simplicity variance,SAT_M,BBO,10000,242.159,12.1021234577259,2.5767002415715927,0.7801295968923012,0.7804929783605223,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,BBO,10000,231.807,19.20249040603857,3.014141969141969,0.6848247493706132,0.7018426994750835,
ps,3,5000.0,100.0,False,simplicity variance,SAT_M,BRO,10000,78.902,10.180799822960502,2.5016154787347697,0.6470627442213166,0.6474198096705865,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,BRO,10000,89.349,9.001179597049067,2.3188946464063016,0.5249160401773633,0.5254807205692795,
ps,4,5000.0,100.0,False,simplicity variance,SAT_M,BRO,10000,157.624,9.313138071532764,2.2936730595886017,0.7106678199617443,0.7106774456688076,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,BRO,10000,150.824,7.399526138599676,2.030013463221787,0.6654524155090175,0.6672905586901052,
ps,5,5000.0,100.0,False,simplicity variance,SAT_M,BRO,10000,309.249,7.816835921446909,2.0174847377275746,0.5861255463065131,0.5867452561969948,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,BRO,10000,273.628,8.3660655108433,2.2852223262511386,0.5972454484020231,0.5973075917741199,
ps,3,5000.0,100.0,False,simplicity variance,SAT_M,CRO,10000,66.423,6.488993341772996,1.706313219732337,0.7512841845279884,0.7578761199882126,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,CRO,10000,59.706,16.93290171385748,2.795996414896056,0.6693962160711179,0.6814266763413643,
ps,4,5000.0,100.0,False,simplicity variance,SAT_M,CRO,10000,119.319,6.015113381098456,1.6451090131033068,0.874972474923547,0.8749923777552021,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,CRO,10000,117.338,13.586407328896986,2.64532407329578,0.7609789930028279,0.7634370945101129,
ps,5,5000.0,100.0,False,simplicity variance,SAT_M,CRO,10000,250.716,11.5254903228193,2.196696900982615,0.8342332667570289,0.8388204438514871,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,CRO,10000,235.936,13.103453996497676,2.325036872820633,0.8164795610359104,0.8176268423803712,
ps,3,5000.0,100.0,False,simplicity variance,SAT_M,PSO,10000,78.691,9.835167590983305,2.3530365808641465,0.7545160394019802,0.756206473307258,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,PSO,10000,71.313,8.756080764238666,2.3893679736986018,0.5794857025311059,0.5799593522668507,
ps,4,5000.0,100.0,False,simplicity variance,SAT_M,PSO,10000,143.187,8.992117140695468,2.08294619789078,0.701916183460501,0.7019260617602301,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,PSO,10000,153.581,9.26832063954796,2.2242170401641577,0.6730614436198357,0.701167892250169,
ps,5,5000.0,100.0,False,simplicity variance,SAT_M,PSO,10000,287.836,9.213048324446802,2.284108523360167,0.7480019604910613,0.7528641654885746,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_M,PSO,10000,230.349,9.075089036877813,2.175482388767617,0.7389968107847137,0.7392727264010671,
ps,3,5000.0,100.0,False,simplicity variance,SAT_S,ACO,10000,106.018,3.011286503099229,1.3056140144685047,0.3676841821549932,0.37893658204119374,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,ACO,10000,66.231,4.337387737330373,1.6784844001278398,0.44371246055183666,0.5815632707848297,
ps,4,5000.0,100.0,False,simplicity variance,SAT_S,ACO,10000,138.561,3.140776829314783,1.3049566060969577,0.46301308009435704,0.46334755860455357,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,ACO,10000,112.246,3.3738447332789887,1.4206439393939398,0.6351614238141131,0.6566216949664627,
ps,5,5000.0,100.0,False,simplicity variance,SAT_S,ACO,10000,194.759,2.063976228472876,1.1326261806375455,0.6909861589727408,0.6911767179751558,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,ACO,10000,196.166,2.2646224549843805,1.1897978564645235,0.6945610449351691,0.7071485390501162,
ps,3,5000.0,100.0,False,simplicity variance,SAT_S,BBO,10000,61.525,2.6611679649810207,1.260195525578653,0.6886384830735186,0.6897518453064226,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,BBO,10000,58.826,9.03051141711482,2.4252946284744907,0.2509648306708665,0.25214790227533335,
ps,4,5000.0,100.0,False,simplicity variance,SAT_S,BBO,10000,118.736,8.096021771268695,2.076101760352233,0.061260023867131363,0.06675847099094179,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,BBO,10000,95.072,8.625204074636969,2.142704517704518,0.2987272482246036,0.3038180795650607,
ps,5,5000.0,100.0,False,simplicity variance,SAT_S,BBO,10000,174.848,4.384896956251417,1.5598448250622172,0.5767458974155475,0.5889149091002006,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,BBO,10000,173.694,6.954367587309118,2.0185425685425678,0.03867652924858722,0.04058565649288215,
ps,3,5000.0,100.0,False,simplicity variance,SAT_S,BRO,10000,67.664,9.834199952805509,2.3236966381314543,0.29008210255790157,0.29267801989590314,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,BRO,10000,39.04,6.770370370370361,2.155555555555554,-0.36499402628434696,0.5335523695738745,
ps,4,5000.0,100.0,False,simplicity variance,SAT_S,BRO,10000,137.291,5.889295691490439,1.8595894785039524,0.12840596715053876,0.15480922601302916,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,BRO,10000,109.385,6.609287169193105,1.9517269666636536,0.322092466331827,0.32252808649345777,
ps,5,5000.0,100.0,False,simplicity variance,SAT_S,BRO,10000,235.59,5.623115786691345,1.7271817728701802,0.41914323447547,0.42560084012891086,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,BRO,10000,195.905,9.889372530535562,2.249564925147612,0.24179137948920815,0.25260213914952245,
ps,3,5000.0,100.0,False,simplicity variance,SAT_S,CRO,10000,57.757,4.4441062569402225,1.5575466864544494,0.5737509499904965,0.5822126324102361,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,CRO,10000,57.878,8.180964024596298,1.9788310551137513,0.4003232686728496,0.41878060859072774,
ps,4,5000.0,100.0,False,simplicity variance,SAT_S,CRO,10000,129.138,11.546646115151567,2.2667301578254033,0.4246156101455746,0.42983013417860083,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,CRO,10000,100.275,7.478258409933675,2.3237688637775116,0.34844236343960444,0.47501797275678237,
ps,5,5000.0,100.0,False,simplicity variance,SAT_S,CRO,10000,150.633,6.9775600018009944,1.969735231098868,0.6085636285822542,0.6102274142545795,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,CRO,10000,174.188,8.175545811651872,1.9728571428571429,0.5862236151349551,0.5867628263609268,
ps,3,5000.0,100.0,False,simplicity variance,SAT_S,PSO,10000,58.206,4.237602169657607,1.5522114108801421,0.27502321916172956,0.2868838108561045,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,PSO,10000,51.852,4.51651691542688,1.5540332603705316,0.48717690750307663,0.48805985339693203,
ps,4,5000.0,100.0,False,simplicity variance,SAT_S,PSO,10000,110.706,2.230949134348088,1.1452701802816223,0.5729582641148447,0.5742010471337566,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,PSO,10000,95.196,4.771299309957309,1.6639804639804618,0.1680685237216556,0.23720999217512817,
ps,5,5000.0,100.0,False,simplicity variance,SAT_S,PSO,10000,143.303,5.453433632600697,1.4596162865035178,0.25595468975180813,0.2568765717108482,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,SAT_S,PSO,10000,169.341,2.7470409213067946,1.4014991181657845,0.5094089094481495,0.5689539726146868,
